order_id,session_id,customer_id,customer_tier,channel,sku_id,brand_id,brand_name,category_id,category_name,product_model,version_country,china_usability,warranty_type,return_policy_type,import_channel,quantity,unit_price_cny,shipping_fee_cny,total_amount_cny,order_status,payment_status,shipment_status,created_at,paid_at,promised_eta_start,promised_eta_end,destination_region,destination_city,destination_district,compat_doc_id,warranty_doc_id,price_policy_doc_id,mock_note
ORD-2026-0011,SES-MOCK-0011,CUS-0011,vip,web,SKU-BREV-Steam-UK,BR04,Breville,CAT02,台式烤箱/空气炸烤箱,BREV-Steam-UK-2028,UK,need_adapter,importer_only,quality_only,parallel_import,1,3945,0,3945,closed,paid,delivered,2026-03-08T21:00:00,2026-03-08T21:35:00,2026-03-25,2026-04-03,华东,上海,黄浦区,DOC-SKU-BREV-Steam-UK-COMPAT,DOC-IMP-BREV-Steam-UK-WARRANTY,DOC-PRC-CAT02,用于作品集演示的订单主数据
ORD-2026-0012,SES-MOCK-0012,CUS-0012,vip,web,SKU-BREV-Toast-AU,BR04,Breville,CAT02,台式烤箱/空气炸烤箱,BREV-Toast-AU-2029,AU,direct,importer_only,quality_only,parallel_import,1,3885,0,3885,closed,paid,delivered,2026-03-09T15:00:00,2026-03-09T15:35:00,2026-03-26,2026-04-04,华东,杭州,西湖区,DOC-SKU-BREV-Toast-AU-COMPAT,DOC-IMP-BREV-Toast-AU-WARRANTY,DOC-PRC-CAT02,用于作品集演示的订单主数据
ORD-2026-0013,SES-MOCK-0013,CUS-0013,new,web,SKU-BOSC-DW60-US,BR05,Bosch,CAT03,洗碗机,BOSC-DW60-US-2027,US,not_recommended,brand_global,quality_only,official_distributor,1,8900,0,8900,closed,paid,delivered,2026-03-10T09:00:00,2026-03-10T09:35:00,2026-03-27,2026-04-05,华东,苏州,工业园区,DOC-SKU-BOSC-DW60-US-COMPAT,DOC-IMP-BOSC-DW60-US-WARRANTY,DOC-PRC-CAT03,用于作品集演示的订单主数据
ORD-2026-0014,SES-MOCK-0014,CUS-0014,standard,web,SKU-BOSC-DW45-EU,BR05,Bosch,CAT03,洗碗机,BOSC-DW45-EU-2028,EU,need_adapter,brand_global,quality_only,official_distributor,1,9260,0,9260,processing,paid,in_transit,2026-03-11T03:00:00,2026-03-11T03:35:00,2026-03-28,2026-04-06,华北,北京,朝阳区,DOC-SKU-BOSC-DW45-EU-COMPAT,DOC-IMP-BOSC-DW45-EU-WARRANTY,DOC-PRC-CAT03,用于作品集演示的订单主数据
ORD-2026-0015,SES-MOCK-0015,CUS-0015,vip,web,SKU-BOSC-DFS-UK,BR05,Bosch,CAT03,洗碗机,BOSC-DFS-UK-2029,UK,need_adapter,brand_global,quality_only,official_distributor,1,9260,0,9260,processing,paid,in_transit,2026-03-11T21:00:00,2026-03-11T21:35:00,2026-03-28,2026-04-06,华北,天津,河西区,DOC-SKU-BOSC-DFS-UK-COMPAT,DOC-IMP-BOSC-DFS-UK-WARRANTY,DOC-PRC-CAT03,用于作品集演示的订单主数据
ORD-2026-0016,SES-MOCK-0016,CUS-0016,vip,web,SKU-MIEL-DW60-US,BR06,Miele,CAT03,洗碗机,MIEL-DW60-US-2027,US,not_recommended,brand_global,quality_only,official_distributor,1,8855,0,8855,processing,paid,customs_clearance,2026-03-12T15:00:00,2026-03-12T15:35:00,2026-03-29,2026-04-07,华南,深圳,南山区,DOC-SKU-MIEL-DW60-US-COMPAT,DOC-IMP-MIEL-DW60-US-WARRANTY,DOC-PRC-CAT03,用于作品集演示的订单主数据
ORD-2026-0017,SES-MOCK-0017,CUS-0017,new,wechat,SKU-MIEL-DW45-EU,BR06,Miele,CAT03,洗碗机,MIEL-DW45-EU-2028,EU,need_adapter,brand_global,quality_only,official_distributor,1,9215,0,9215,processing,paid,out_for_delivery,2026-03-13T09:00:00,2026-03-13T09:35:00,2026-03-30,2026-04-08,华南,广州,天河区,DOC-SKU-MIEL-DW45-EU-COMPAT,DOC-IMP-MIEL-DW45-EU-WARRANTY,DOC-PRC-CAT03,用于作品集演示的订单主数据
ORD-2026-0018,SES-MOCK-0018,CUS-0018,standard,web,SKU-MIEL-DFS-UK,BR06,Miele,CAT03,洗碗机,MIEL-DFS-UK-2029,UK,need_adapter,brand_global,quality_only,official_distributor,1,9215,0,9215,processing,paid,label_created,2026-03-14T03:00:00,2026-03-14T03:35:00,2026-03-31,2026-04-09,华南,厦门,思明区,DOC-SKU-MIEL-DFS-UK-COMPAT,DOC-IMP-MIEL-DFS-UK-WARRANTY,DOC-PRC-CAT03,用于作品集演示的订单主数据
ORD-2026-0019,SES-MOCK-0019,CUS-0019,vip,web,SKU-LIEB-BFR-EU,BR07,Liebherr,CAT04,冰箱/酒柜,LIEB-BFR-EU-2027,EU,need_adapter,importer_only,quality_only,parallel_import,1,4410,0,4410,processing,paid,exception,2026-03-14T21:00:00,2026-03-14T21:35:00,2026-03-31,2026-04-09,西南,成都,高新区,DOC-SKU-LIEB-BFR-EU-COMPAT,DOC-IMP-LIEB-BFR-EU-WARRANTY,DOC-PRC-CAT04,用于作品集演示的订单主数据
ORD-2026-0020,SES-MOCK-0020,CUS-0020,vip,web,SKU-LIEB-FDR-UK,BR07,Liebherr,CAT04,冰箱/酒柜,LIEB-FDR-UK-2028,UK,need_adapter,importer_only,quality_only,parallel_import,1,4410,0,4410,closed,refunded,cancelled,2026-03-15T15:00:00,2026-03-15T15:35:00,2026-04-01,2026-04-10,西南,重庆,渝北区,DOC-SKU-LIEB-FDR-UK-COMPAT,DOC-IMP-LIEB-FDR-UK-WARRANTY,DOC-PRC-CAT04,用于作品集演示的订单主数据
ORD-2026-0021,SES-MOCK-0021,CUS-0021,new,web,SKU-LIEB-WCN-EU,BR07,Liebherr,CAT04,冰箱/酒柜,LIEB-WCN-EU-2029,EU,need_adapter,importer_only,quality_only,parallel_import,1,4230,0,4230,closed,paid,delivered,2026-03-16T09:00:00,2026-03-16T09:35:00,2026-04-02,2026-04-11,华东,上海,黄浦区,DOC-SKU-LIEB-WCN-EU-COMPAT,DOC-IMP-LIEB-WCN-EU-WARRANTY,DOC-PRC-CAT04,用于作品集演示的订单主数据
ORD-2026-0022,SES-MOCK-0022,CUS-0022,standard,web,SKU-FISH-BFR-US,BR08,Fisher & Paykel,CAT04,冰箱/酒柜,FISH-BFR-US-2027,US,not_recommended,importer_only,quality_only,parallel_import,1,4065,0,4065,closed,paid,delivered,2026-03-17T03:00:00,2026-03-17T03:35:00,2026-04-03,2026-04-12,华东,杭州,西湖区,DOC-SKU-FISH-BFR-US-COMPAT,DOC-IMP-FISH-BFR-US-WARRANTY,DOC-PRC-CAT04,用于作品集演示的订单主数据
ORD-2026-0023,SES-MOCK-0023,CUS-0023,vip,web,SKU-FISH-FDR-UK,BR08,Fisher & Paykel,CAT04,冰箱/酒柜,FISH-FDR-UK-2028,UK,need_adapter,importer_only,quality_only,parallel_import,1,4365,0,4365,closed,paid,delivered,2026-03-17T21:00:00,2026-03-17T21:35:00,2026-04-03,2026-04-12,华东,苏州,工业园区,DOC-SKU-FISH-FDR-UK-COMPAT,DOC-IMP-FISH-FDR-UK-WARRANTY,DOC-PRC-CAT04,用于作品集演示的订单主数据
ORD-2026-0024,SES-MOCK-0024,CUS-0024,vip,web,SKU-FISH-WCN-AU,BR08,Fisher & Paykel,CAT04,冰箱/酒柜,FISH-WCN-AU-2029,AU,direct,importer_only,quality_only,parallel_import,1,4305,0,4305,processing,paid,in_transit,2026-03-18T15:00:00,2026-03-18T15:35:00,2026-04-04,2026-04-13,华北,北京,朝阳区,DOC-SKU-FISH-WCN-AU-COMPAT,DOC-IMP-FISH-WCN-AU-WARRANTY,DOC-PRC-CAT04,用于作品集演示的订单主数据
ORD-2026-0025,SES-MOCK-0025,CUS-0025,new,wechat,SKU-AEG-WFL-EU,BR09,AEG,CAT05,洗衣机/烘干机,AEG-WFL-EU-2027,EU,need_adapter,importer_only,quality_only,parallel_import,1,10520,0,10520,processing,paid,in_transit,2026-03-19T09:00:00,2026-03-19T09:35:00,2026-04-05,2026-04-14,华北,天津,河西区,DOC-SKU-AEG-WFL-EU-COMPAT,DOC-IMP-AEG-WFL-EU-WARRANTY,DOC-PRC-CAT05,用于作品集演示的订单主数据
ORD-2026-0026,SES-MOCK-0026,CUS-0026,standard,web,SKU-AEG-HPD-UK,BR09,AEG,CAT05,洗衣机/烘干机,AEG-HPD-UK-2028,UK,need_adapter,importer_only,quality_only,parallel_import,1,10220,0,10220,processing,paid,customs_clearance,2026-03-20T03:00:00,2026-03-20T03:35:00,2026-04-06,2026-04-15,华南,深圳,南山区,DOC-SKU-AEG-HPD-UK-COMPAT,DOC-IMP-AEG-HPD-UK-WARRANTY,DOC-PRC-CAT05,用于作品集演示的订单主数据
ORD-2026-0027,SES-MOCK-0027,CUS-0027,vip,web,SKU-AEG-WDC-EU,BR09,AEG,CAT05,洗衣机/烘干机,AEG-WDC-EU-2029,EU,need_adapter,importer_only,quality_only,parallel_import,1,10340,0,10340,processing,paid,out_for_delivery,2026-03-20T21:00:00,2026-03-20T21:35:00,2026-04-06,2026-04-15,华南,广州,天河区,DOC-SKU-AEG-WDC-EU-COMPAT,DOC-IMP-AEG-WDC-EU-WARRANTY,DOC-PRC-CAT05,用于作品集演示的订单主数据
ORD-2026-0028,SES-MOCK-0028,CUS-0028,vip,web,SKU-ELEC-WFL-US,BR10,Electrolux,CAT05,洗衣机/烘干机,ELEC-WFL-US-2027,US,not_recommended,importer_only,quality_only,parallel_import,1,10175,0,10175,processing,paid,label_created,2026-03-21T15:00:00,2026-03-21T15:35:00,2026-04-07,2026-04-16,华南,厦门,思明区,DOC-SKU-ELEC-WFL-US-COMPAT,DOC-IMP-ELEC-WFL-US-WARRANTY,DOC-PRC-CAT05,用于作品集演示的订单主数据
ORD-2026-0029,SES-MOCK-0029,CUS-0029,new,web,SKU-ELEC-HPD-EU,BR10,Electrolux,CAT05,洗衣机/烘干机,ELEC-HPD-EU-2028,EU,need_adapter,importer_only,quality_only,parallel_import,1,10535,0,10535,processing,paid,exception,2026-03-22T09:00:00,2026-03-22T09:35:00,2026-04-08,2026-04-17,西南,成都,高新区,DOC-SKU-ELEC-HPD-EU-COMPAT,DOC-IMP-ELEC-HPD-EU-WARRANTY,DOC-PRC-CAT05,用于作品集演示的订单主数据
ORD-2026-0030,SES-MOCK-0030,CUS-0030,standard,web,SKU-ELEC-WDC-UK,BR10,Electrolux,CAT05,洗衣机/烘干机,ELEC-WDC-UK-2029,UK,need_adapter,importer_only,quality_only,parallel_import,1,10535,0,10535,closed,refunded,cancelled,2026-03-23T03:00:00,2026-03-23T03:35:00,2026-04-09,2026-04-18,西南,重庆,渝北区,DOC-SKU-ELEC-WDC-UK-COMPAT,DOC-IMP-ELEC-WDC-UK-WARRANTY,DOC-PRC-CAT05,用于作品集演示的订单主数据
ORD-2026-0031,SES-MOCK-0031,CUS-0031,vip,web,SKU-DYSO-RVC-US,BR11,Dyson,CAT06,地面清洁设备,DYSO-RVC-US-2027,US,need_transformer_and_adapter,brand_global,quality_only,official_distributor,1,4230,0,4230,closed,paid,delivered,2026-03-23T21:00:00,2026-03-23T21:35:00,2026-03-28,2026-03-31,华东,上海,黄浦区,DOC-SKU-DYSO-RVC-US-COMPAT,DOC-IMP-DYSO-RVC-US-WARRANTY,DOC-PRC-CAT06,用于作品集演示的订单主数据
ORD-2026-0032,SES-MOCK-0032,CUS-0032,vip,web,SKU-DYSO-CDV-EU,BR11,Dyson,CAT06,地面清洁设备,DYSO-CDV-EU-2028,EU,need_adapter,brand_global,quality_only,official_distributor,1,4590,0,4590,closed,paid,delivered,2026-03-24T15:00:00,2026-03-24T15:35:00,2026-03-29,2026-04-01,华东,杭州,西湖区,DOC-SKU-DYSO-CDV-EU-COMPAT,DOC-IMP-DYSO-CDV-EU-WARRANTY,DOC-PRC-CAT06,用于作品集演示的订单主数据
ORD-2026-0033,SES-MOCK-0033,CUS-0033,new,wechat,SKU-DYSO-WFW-UK,BR11,Dyson,CAT06,地面清洁设备,DYSO-WFW-UK-2029,UK,need_adapter,brand_global,quality_only,official_distributor,1,4590,0,4590,closed,paid,delivered,2026-03-25T09:00:00,2026-03-25T09:35:00,2026-03-30,2026-04-02,华东,苏州,工业园区,DOC-SKU-DYSO-WFW-UK-COMPAT,DOC-IMP-DYSO-WFW-UK-WARRANTY,DOC-PRC-CAT06,用于作品集演示的订单主数据
ORD-2026-0034,SES-MOCK-0034,CUS-0034,standard,web,SKU-IROB-RVC-US,BR12,iRobot,CAT06,地面清洁设备,IROB-RVC-US-2027,US,need_transformer_and_adapter,importer_only,quality_only,parallel_import,1,4485,0,4485,processing,paid,in_transit,2026-03-26T03:00:00,2026-03-26T03:35:00,2026-03-31,2026-04-03,华北,北京,朝阳区,DOC-SKU-IROB-RVC-US-COMPAT,DOC-IMP-IROB-RVC-US-WARRANTY,DOC-PRC-CAT06,用于作品集演示的订单主数据
ORD-2026-0035,SES-MOCK-0035,CUS-0035,vip,web,SKU-IROB-CDV-EU,BR12,iRobot,CAT06,地面清洁设备,IROB-CDV-EU-2028,EU,need_adapter,importer_only,quality_only,parallel_import,1,4845,0,4845,processing,paid,in_transit,2026-03-26T21:00:00,2026-03-26T21:35:00,2026-03-31,2026-04-03,华北,天津,河西区,DOC-SKU-IROB-CDV-EU-COMPAT,DOC-IMP-IROB-CDV-EU-WARRANTY,DOC-PRC-CAT06,用于作品集演示的订单主数据
ORD-2026-0036,SES-MOCK-0036,CUS-0036,vip,web,SKU-IROB-WFW-UK,BR12,iRobot,CAT06,地面清洁设备,IROB-WFW-UK-2029,UK,need_adapter,importer_only,quality_only,parallel_import,1,4545,0,4545,processing,paid,customs_clearance,2026-03-27T15:00:00,2026-03-27T15:35:00,2026-04-01,2026-04-04,华南,深圳,南山区,DOC-SKU-IROB-WFW-UK-COMPAT,DOC-IMP-IROB-WFW-UK-WARRANTY,DOC-PRC-CAT06,用于作品集演示的订单主数据
ORD-2026-0037,SES-MOCK-0037,CUS-0037,new,web,SKU-BLUE-TAP-US,BR13,Blueair,CAT07,空气净化器,BLUE-TAP-US-2027,US,need_transformer_and_adapter,importer_with_brand_support,quality_only,official_distributor,1,4040,0,4040,processing,paid,out_for_delivery,2026-03-28T09:00:00,2026-03-28T09:35:00,2026-04-02,2026-04-05,华南,广州,天河区,DOC-SKU-BLUE-TAP-US-COMPAT,DOC-IMP-BLUE-TAP-US-WARRANTY,DOC-PRC-CAT07,用于作品集演示的订单主数据
ORD-2026-0038,SES-MOCK-0038,CUS-0038,standard,web,SKU-BLUE-HEP-EU,BR13,Blueair,CAT07,空气净化器,BLUE-HEP-EU-2028,EU,need_adapter,importer_with_brand_support,quality_only,official_distributor,1,4400,0,4400,processing,paid,label_created,2026-03-29T03:00:00,2026-03-29T03:35:00,2026-04-03,2026-04-06,华南,厦门,思明区,DOC-SKU-BLUE-HEP-EU-COMPAT,DOC-IMP-BLUE-HEP-EU-WARRANTY,DOC-PRC-CAT07,用于作品集演示的订单主数据
ORD-2026-0039,SES-MOCK-0039,CUS-0039,vip,web,SKU-BLUE-HMP-UK,BR13,Blueair,CAT07,空气净化器,BLUE-HMP-UK-2029,UK,need_adapter,importer_with_brand_support,quality_only,official_distributor,1,4400,0,4400,processing,paid,exception,2026-03-29T21:00:00,2026-03-29T21:35:00,2026-04-03,2026-04-06,西南,成都,高新区,DOC-SKU-BLUE-HMP-UK-COMPAT,DOC-IMP-BLUE-HMP-UK-WARRANTY,DOC-PRC-CAT07,用于作品集演示的订单主数据
ORD-2026-0040,SES-MOCK-0040,CUS-0040,vip,web,SKU-STAD-TAP-EU,BR14,Stadler Form,CAT07,空气净化器,STAD-TAP-EU-2027,EU,need_adapter,importer_only,quality_only,parallel_import,1,4595,0,4595,closed,refunded,cancelled,2026-03-30T15:00:00,2026-03-30T15:35:00,2026-04-04,2026-04-07,西南,重庆,渝北区,DOC-SKU-STAD-TAP-EU-COMPAT,DOC-IMP-STAD-TAP-EU-WARRANTY,DOC-PRC-CAT07,用于作品集演示的订单主数据
ORD-2026-0041,SES-MOCK-0041,CUS-0041,new,wechat,SKU-STAD-HEP-UK,BR14,Stadler Form,CAT07,空气净化器,STAD-HEP-UK-2028,UK,need_adapter,importer_only,quality_only,parallel_import,1,4295,0,4295,closed,paid,delivered,2026-03-31T09:00:00,2026-03-31T09:35:00,2026-04-05,2026-04-08,华东,上海,黄浦区,DOC-SKU-STAD-HEP-UK-COMPAT,DOC-IMP-STAD-HEP-UK-WARRANTY,DOC-PRC-CAT07,用于作品集演示的订单主数据
ORD-2026-0042,SES-MOCK-0042,CUS-0042,standard,web,SKU-STAD-HMP-EU,BR14,Stadler Form,CAT07,空气净化器,STAD-HMP-EU-2029,EU,need_adapter,importer_only,quality_only,parallel_import,1,4415,0,4415,closed,paid,delivered,2026-04-01T03:00:00,2026-04-01T03:35:00,2026-04-06,2026-04-09,华东,杭州,西湖区,DOC-SKU-STAD-HMP-EU-COMPAT,DOC-IMP-STAD-HMP-EU-WARRANTY,DOC-PRC-CAT07,用于作品集演示的订单主数据
ORD-2026-0043,SES-MOCK-0043,CUS-0001,vip,web,SKU-PANA-INV-JP,BR15,Panasonic,CAT08,微波炉/蒸烤一体机,PANA-INV-JP-2027,JP,not_recommended,brand_global,quality_only,official_distributor,1,4770,0,4770,closed,paid,delivered,2026-04-01T21:00:00,2026-04-01T21:35:00,2026-04-18,2026-04-27,华东,苏州,工业园区,DOC-SKU-PANA-INV-JP-COMPAT,DOC-IMP-PANA-INV-JP-WARRANTY,DOC-PRC-CAT08,用于作品集演示的订单主数据
ORD-2026-0044,SES-MOCK-0044,CUS-0002,vip,web,SKU-PANA-COM-US,BR15,Panasonic,CAT08,微波炉/蒸烤一体机,PANA-COM-US-2028,US,not_recommended,brand_global,quality_only,official_distributor,1,4710,0,4710,processing,paid,in_transit,2026-04-02T15:00:00,2026-04-02T15:35:00,2026-04-19,2026-04-28,华北,北京,朝阳区,DOC-SKU-PANA-COM-US-COMPAT,DOC-IMP-PANA-COM-US-WARRANTY,DOC-PRC-CAT08,用于作品集演示的订单主数据
ORD-2026-0045,SES-MOCK-0045,CUS-0003,new,web,SKU-PANA-GRL-EU,BR15,Panasonic,CAT08,微波炉/蒸烤一体机,PANA-GRL-EU-2029,EU,need_adapter,brand_global,quality_only,official_distributor,1,5070,0,5070,processing,paid,in_transit,2026-04-03T09:00:00,2026-04-03T09:35:00,2026-04-20,2026-04-29,华北,天津,河西区,DOC-SKU-PANA-GRL-EU-COMPAT,DOC-IMP-PANA-GRL-EU-WARRANTY,DOC-PRC-CAT08,用于作品集演示的订单主数据
ORD-2026-0046,SES-MOCK-0046,CUS-0004,standard,web,SKU-RUSS-INV-UK,BR16,Russell Hobbs,CAT08,微波炉/蒸烤一体机,RUSS-INV-UK-2027,UK,need_adapter,importer_only,quality_only,parallel_import,1,4845,0,4845,processing,paid,customs_clearance,2026-04-04T03:00:00,2026-04-04T03:35:00,2026-04-21,2026-04-30,华南,深圳,南山区,DOC-SKU-RUSS-INV-UK-COMPAT,DOC-IMP-RUSS-INV-UK-WARRANTY,DOC-PRC-CAT08,用于作品集演示的订单主数据
ORD-2026-0047,SES-MOCK-0047,CUS-0005,vip,web,SKU-RUSS-COM-EU,BR16,Russell Hobbs,CAT08,微波炉/蒸烤一体机,RUSS-COM-EU-2028,EU,need_adapter,importer_only,quality_only,parallel_import,1,4965,0,4965,processing,paid,out_for_delivery,2026-04-04T21:00:00,2026-04-04T21:35:00,2026-04-21,2026-04-30,华南,广州,天河区,DOC-SKU-RUSS-COM-EU-COMPAT,DOC-IMP-RUSS-COM-EU-WARRANTY,DOC-PRC-CAT08,用于作品集演示的订单主数据
ORD-2026-0048,SES-MOCK-0048,CUS-0006,vip,web,SKU-RUSS-GRL-US,BR16,Russell Hobbs,CAT08,微波炉/蒸烤一体机,RUSS-GRL-US-2029,US,not_recommended,importer_only,quality_only,parallel_import,1,4725,0,4725,processing,paid,label_created,2026-04-05T15:00:00,2026-04-05T15:35:00,2026-04-22,2026-05-01,华南,厦门,思明区,DOC-SKU-RUSS-GRL-US-COMPAT,DOC-IMP-RUSS-GRL-US-WARRANTY,DOC-PRC-CAT08,用于作品集演示的订单主数据
ORD-2026-0049,SES-MOCK-0049,CUS-0007,new,wechat,SKU-ELIC-HOD-US,BR17,Elica,CAT09,烟机/电磁灶,ELIC-HOD-US-2027,US,not_recommended,importer_only,quality_only,parallel_import,1,4860,0,4860,processing,paid,exception,2026-04-06T09:00:00,2026-04-06T09:35:00,2026-04-23,2026-05-02,西南,成都,高新区,DOC-SKU-ELIC-HOD-US-COMPAT,DOC-IMP-ELIC-HOD-US-WARRANTY,DOC-PRC-CAT09,用于作品集演示的订单主数据
ORD-2026-0050,SES-MOCK-0050,CUS-0008,standard,web,SKU-ELIC-IDC-EU,BR17,Elica,CAT09,烟机/电磁灶,ELIC-IDC-EU-2028,EU,need_adapter,importer_only,quality_only,parallel_import,1,5220,0,5220,closed,refunded,cancelled,2026-04-07T03:00:00,2026-04-07T03:35:00,2026-04-24,2026-05-03,西南,重庆,渝北区,DOC-SKU-ELIC-IDC-EU-COMPAT,DOC-IMP-ELIC-IDC-EU-WARRANTY,DOC-PRC-CAT09,用于作品集演示的订单主数据
ORD-2026-0051,SES-MOCK-0051,CUS-0009,vip,web,SKU-ELIC-DOW-UK,BR17,Elica,CAT09,烟机/电磁灶,ELIC-DOW-UK-2029,UK,need_adapter,importer_only,quality_only,parallel_import,1,4920,0,4920,closed,paid,delivered,2026-04-07T21:00:00,2026-04-07T21:35:00,2026-04-24,2026-05-03,华东,上海,黄浦区,DOC-SKU-ELIC-DOW-UK-COMPAT,DOC-IMP-ELIC-DOW-UK-WARRANTY,DOC-PRC-CAT09,用于作品集演示的订单主数据
